cells,index,warmup,record_bytes,create_decide_ns,allocated_bytes,replay_ns
4096,11,false,337950,17391324,9025736,1764289
4096,12,false,337950,16743407,9025840,1781198
4096,13,false,337950,16315917,9025736,1672268
4096,14,false,337950,18465950,9025696,1767286
4096,15,false,337950,19939630,9025736,1853186
4096,16,false,337950,18889329,9025736,2066946
4096,17,false,337950,24566594,9025696,2044111
4096,18,false,337950,22070115,9025736,2100465
4096,19,false,337950,20032412,9025696,2035898
4096,20,false,337950,20010308,9025736,2298472
4096,21,false,337950,20079267,9025736,2168515
4096,22,false,337950,19512345,9025696,1915568
4096,23,false,337950,17632154,9025736,4031707
4096,24,false,337950,17171214,9025968,1783605
4096,25,false,337950,18607380,9025736,1871859
4096,26,false,337950,17494609,9025736,1787257
4096,27,false,337950,18010172,9025696,1936403
4096,28,false,337950,18298458,9025736,1812104
4096,29,false,337950,28177482,9025696,12197529
4096,30,false,337950,27736312,9025736,11963117
4096,31,false,337950,24024061,9025736,2233747
4096,32,false,337950,111470796,9026024,1678358
4096,33,false,337950,101601295,9025736,1781156
4096,34,false,337950,68349304,9025696,1562176
4096,35,false,337950,81734528,9025736,1706234
4096,36,false,337950,99314380,9025736,1777704
4096,37,false,337950,97073509,9025696,1620705
4096,38,false,337950,95944997,9025736,1755697
4096,39,false,337950,125573328,9025696,1781030
4096,40,false,337950,95251272,9025736,1970772
4096,41,false,337950,125590090,9025736,1893939
4096,42,false,337950,122506208,9025696,1897011
4096,43,false,337950,76314089,9025736,7246908
4096,44,false,337950,101057791,9025696,3356326
4096,45,false,337950,128844425,9025736,4847073
4096,46,false,337950,78263671,9025736,2101046
4096,47,false,337950,25491756,9025696,2224269
